customer_id,region,age_group,signup_date
C00600,Alberta,25-34,7/7/2023
C00601,Quebec,25-34,8/6/2024
C00602,Quebec,25-34,6/21/2025
C00603,Alberta,25-34,5/14/2024
C00604,BC,35-44,5/5/2025
C00605,BC,25-34,4/28/2025
C00606,Quebec,35-44,6/8/2023
C00607,BC,35-44,4/20/2024
C00608,Manitoba,25-34,6/15/2024
C00609,BC,45-54,2/5/2024
C00610,Ontario,35-44,8/25/2023
C00611,Ontario,35-44,1/12/2023
C00612,Ontario,25-34,5/1/2023
C00613,Alberta,25-34,5/10/2023
C00614,Ontario,25-34,6/27/2023
C00615,Ontario,18-24,7/9/2024
C00616,Ontario,55+,6/12/2025
C00617,Quebec,35-44,8/7/2023
C00618,Quebec,25-34,10/19/2024
C00619,Alberta,35-44,11/26/2024
C00620,Ontario,45-54,7/19/2024
C00621,Manitoba,18-24,1/27/2024
C00622,Ontario,25-34,4/2/2023
C00623,Manitoba,55+,6/12/2023
C00624,Ontario,18-24,12/29/2024
C00625,BC,35-44,10/15/2024
C00626,BC,35-44,4/27/2024
C00627,Quebec,55+,4/28/2024
C00628,BC,25-34,6/29/2024
C00629,Alberta,55+,1/1/2024
C00630,BC,18-24,2/24/2025
C00631,Quebec,25-34,12/27/2023
C00632,Ontario,25-34,6/16/2025
C00633,Quebec,18-24,2/28/2025
C00634,Ontario,55+,3/15/2025
C00635,Ontario,55+,9/7/2023
C00636,Manitoba,18-24,5/26/2024
C00637,Quebec,25-34,11/14/2023
C00638,Alberta,18-24,10/4/2024
C00639,Ontario,18-24,11/10/2023
C00640,Alberta,35-44,5/28/2025
C00641,Quebec,45-54,4/12/2023
C00642,BC,35-44,9/30/2024
C00643,Quebec,18-24,9/15/2024
C00644,Manitoba,45-54,11/13/2023
C00645,Ontario,45-54,4/20/2025
C00646,Quebec,35-44,4/11/2025
C00647,Ontario,25-34,11/24/2024
C00648,Ontario,25-34,3/26/2023
C00649,Quebec,35-44,5/1/2024
C00650,Ontario,45-54,2/10/2024
C00651,Ontario,45-54,6/14/2025
C00652,BC,45-54,10/11/2023
C00653,Quebec,25-34,5/19/2024
C00654,Alberta,25-34,3/18/2023
C00655,Quebec,35-44,12/25/2023
C00656,Alberta,35-44,6/12/2024
C00657,Ontario,45-54,3/6/2025
C00658,Ontario,45-54,2/1/2023
C00659,Quebec,55+,3/27/2024
C00660,Alberta,25-34,5/2/2025
C00661,BC,45-54,8/23/2023
C00662,BC,55+,4/8/2025
C00663,BC,45-54,11/2/2023
C00664,Alberta,18-24,5/1/2025
C00665,Manitoba,55+,12/21/2024
C00666,Alberta,35-44,6/7/2023
C00667,Alberta,25-34,7/6/2024
C00668,Ontario,25-34,4/26/2023
C00669,Ontario,18-24,4/1/2024
C00670,Ontario,25-34,5/2/2025
C00671,Ontario,25-34,6/20/2025
C00672,Ontario,35-44,5/13/2025
C00673,Ontario,35-44,11/23/2024
C00674,Ontario,55+,5/15/2025
C00675,Ontario,35-44,11/10/2023
C00676,Quebec,35-44,2/7/2025
C00677,Ontario,45-54,8/31/2024
C00678,Ontario,18-24,6/8/2023
C00679,Manitoba,45-54,5/28/2023
C00680,Ontario,18-24,8/6/2024
C00681,Ontario,25-34,5/8/2024
C00682,BC,25-34,3/16/2025
C00683,Ontario,25-34,7/21/2024
C00684,Quebec,55+,11/16/2024
C00685,BC,25-34,8/29/2024
C00686,Quebec,25-34,10/11/2024
C00687,BC,45-54,3/16/2025
C00688,Alberta,25-34,4/4/2023
C00689,Alberta,45-54,12/30/2024
C00690,BC,25-34,3/16/2023
C00691,Ontario,25-34,4/14/2024
C00692,Ontario,45-54,6/28/2025
C00693,BC,25-34,12/25/2024
C00694,BC,55+,10/26/2024
C00695,Ontario,25-34,8/21/2024
C00696,Quebec,18-24,7/25/2024
C00697,Ontario,35-44,5/15/2025
C00698,Ontario,25-34,7/25/2024
C00699,Quebec,35-44,1/18/2023
C00700,Alberta,35-44,10/20/2024
C00701,Quebec,55+,11/26/2023
C00702,BC,25-34,6/20/2024
C00703,Ontario,45-54,3/13/2024
C00704,BC,35-44,10/24/2024
C00705,Quebec,18-24,2/21/2024
C00706,Quebec,35-44,7/16/2024
C00707,Quebec,35-44,10/14/2023
C00708,Ontario,55+,5/20/2025
C00709,Ontario,25-34,4/7/2024
C00710,Quebec,35-44,4/5/2024
C00711,Alberta,35-44,4/22/2024
C00712,Ontario,35-44,1/6/2023
C00713,Quebec,35-44,3/5/2025
C00714,Ontario,25-34,5/22/2025
C00715,Ontario,35-44,10/14/2024
C00716,BC,18-24,1/25/2024
C00717,Ontario,18-24,3/10/2024
C00718,Ontario,45-54,3/6/2024
C00719,Quebec,55+,2/28/2024
C00720,Quebec,35-44,7/20/2023
C00721,BC,18-24,7/31/2024
C00722,Quebec,35-44,12/6/2024
C00723,BC,25-34,11/7/2024
C00724,Ontario,35-44,11/29/2024
C00725,BC,25-34,6/15/2023
C00726,Ontario,18-24,10/6/2023
C00727,BC,25-34,8/5/2024
C00728,Manitoba,45-54,3/10/2023
C00729,BC,18-24,3/16/2023
C00730,BC,18-24,7/8/2023
C00731,Quebec,25-34,1/3/2023
C00732,BC,35-44,6/10/2023
C00733,Ontario,18-24,5/1/2023
C00734,Ontario,25-34,10/4/2023
C00735,Ontario,35-44,6/1/2025
C00736,Quebec,35-44,11/24/2024
C00737,Ontario,35-44,1/7/2025
C00738,BC,25-34,12/5/2023
C00739,Ontario,18-24,3/23/2024
C00740,BC,35-44,5/10/2025
C00741,Ontario,25-34,8/7/2023
C00742,Ontario,25-34,2/26/2025
C00743,Alberta,55+,1/15/2025
C00744,Ontario,25-34,12/28/2023
C00745,BC,45-54,3/9/2025
C00746,BC,35-44,3/17/2023
C00747,Ontario,45-54,3/21/2025
C00748,BC,45-54,1/17/2025
C00749,BC,35-44,7/15/2024
C00750,Ontario,25-34,9/26/2023
C00751,BC,55+,1/30/2025
C00752,Ontario,45-54,6/18/2023
C00753,BC,55+,3/23/2024
C00754,Quebec,55+,12/18/2024
C00755,Ontario,25-34,8/15/2024
C00756,Quebec,18-24,11/10/2024
C00757,Ontario,25-34,8/14/2024
C00758,BC,18-24,4/3/2024
C00759,Ontario,25-34,10/20/2023
C00760,Ontario,35-44,4/23/2025
C00761,Ontario,35-44,8/27/2023
C00762,Ontario,18-24,3/17/2023
C00763,Quebec,45-54,4/3/2024
C00764,Alberta,25-34,12/28/2024
C00765,Quebec,35-44,9/28/2024
C00766,Alberta,18-24,5/12/2025
C00767,Alberta,35-44,2/22/2023
C00768,Quebec,25-34,4/5/2023
C00769,Alberta,35-44,4/18/2024
C00770,BC,45-54,11/6/2024
C00771,Ontario,35-44,9/2/2023
C00772,BC,35-44,8/25/2023
C00773,Quebec,35-44,3/30/2025
C00774,Ontario,35-44,5/4/2025
C00775,BC,25-34,1/9/2024
C00776,Alberta,45-54,12/2/2023
C00777,Ontario,35-44,5/16/2023
C00778,Ontario,35-44,12/30/2024
C00779,BC,25-34,8/12/2023
C00780,Quebec,55+,1/5/2025
C00781,Ontario,25-34,6/6/2023
C00782,Ontario,25-34,2/18/2025
C00783,Quebec,25-34,9/4/2024
C00784,Manitoba,18-24,8/15/2024
C00785,Ontario,18-24,5/11/2025
C00786,Ontario,55+,9/11/2023
C00787,Quebec,35-44,8/1/2024
C00788,Ontario,18-24,9/14/2023
C00789,Manitoba,45-54,2/22/2025
C00790,Quebec,35-44,8/1/2024
C00791,Quebec,18-24,4/15/2025
C00792,Ontario,25-34,3/13/2025
C00793,BC,25-34,3/6/2023
C00794,Quebec,25-34,4/17/2025
C00795,Alberta,25-34,5/2/2023
C00796,Ontario,35-44,9/10/2024
C00797,Ontario,35-44,5/21/2025
C00798,Quebec,25-34,12/16/2023
C00799,Ontario,35-44,9/28/2024
C00800,Quebec,55+,9/10/2023
C00801,Manitoba,55+,4/17/2025
C00802,Quebec,55+,12/23/2023
C00803,Ontario,25-34,3/28/2025
C00804,Alberta,18-24,2/13/2024
C00805,Ontario,35-44,9/9/2024
C00806,BC,35-44,9/13/2024
C00807,Ontario,55+,8/21/2024
C00808,BC,25-34,1/20/2025
C00809,Ontario,55+,10/1/2024
C00810,Manitoba,18-24,6/19/2025
C00811,Ontario,25-34,4/13/2025
C00812,BC,35-44,5/19/2025
C00813,Quebec,35-44,11/14/2023
C00814,Quebec,25-34,5/12/2025
C00815,Manitoba,25-34,12/28/2023
C00816,BC,18-24,10/23/2023
C00817,Alberta,55+,5/31/2025
C00818,BC,25-34,8/28/2024
C00819,BC,45-54,7/18/2024
C00820,Quebec,25-34,8/25/2023
C00821,BC,25-34,7/4/2024
C00822,Quebec,25-34,8/17/2024
C00823,BC,35-44,1/4/2023
C00824,Quebec,45-54,12/13/2023
C00825,Alberta,25-34,1/28/2024
C00826,Alberta,18-24,4/3/2023
C00827,Alberta,18-24,8/5/2024
C00828,Ontario,25-34,2/11/2023
C00829,BC,35-44,5/14/2024
C00830,BC,35-44,10/6/2024
C00831,Alberta,25-34,10/14/2023
C00832,Ontario,45-54,5/20/2025
C00833,Quebec,25-34,8/14/2023
C00834,Quebec,25-34,12/2/2024
C00835,Ontario,45-54,10/24/2023
C00836,BC,18-24,6/11/2025
C00837,BC,35-44,4/12/2024
C00838,BC,35-44,6/24/2024
C00839,Alberta,25-34,7/23/2023
C00840,Ontario,25-34,3/6/2025
C00841,Quebec,35-44,5/21/2025
C00842,BC,35-44,10/21/2023
C00843,Ontario,35-44,6/5/2023
C00844,Ontario,25-34,8/9/2024
C00845,Ontario,25-34,2/15/2025
C00846,Ontario,25-34,8/22/2024
C00847,Quebec,25-34,8/18/2023
C00848,Alberta,45-54,5/21/2023
C00849,BC,45-54,5/30/2023
C00850,Quebec,18-24,5/6/2023
C00851,Quebec,18-24,4/16/2024
C00852,Quebec,25-34,12/6/2023
C00853,Ontario,18-24,3/20/2025
C00854,Ontario,35-44,9/13/2023
C00855,Alberta,18-24,11/28/2023
C00856,Ontario,45-54,12/23/2023
C00857,BC,35-44,6/14/2023
C00858,Alberta,25-34,5/14/2024
C00859,Manitoba,25-34,9/7/2024
C00860,Ontario,25-34,9/24/2023
C00861,Ontario,45-54,12/18/2024
C00862,Ontario,45-54,8/28/2024
C00863,BC,35-44,9/10/2023
C00864,Quebec,25-34,12/27/2024
C00865,Manitoba,25-34,10/17/2024
C00866,Ontario,35-44,1/4/2025
C00867,Ontario,25-34,10/4/2023
C00868,Alberta,18-24,5/22/2024
C00869,Ontario,25-34,8/1/2023
C00870,BC,45-54,4/13/2023
C00871,Quebec,25-34,5/5/2025
C00872,Alberta,35-44,7/19/2024
C00873,Quebec,55+,9/9/2023
C00874,Ontario,35-44,4/19/2024
C00875,BC,25-34,5/31/2025
C00876,BC,25-34,5/19/2025
C00877,BC,25-34,9/22/2023
C00878,Ontario,35-44,5/13/2025
C00879,BC,35-44,10/23/2023
C00880,Ontario,25-34,11/3/2023
C00881,Quebec,18-24,12/10/2024
C00882,Ontario,35-44,8/28/2023
C00883,Quebec,35-44,12/4/2023
C00884,Ontario,18-24,2/10/2024
C00885,Ontario,18-24,9/12/2024
C00886,Ontario,25-34,5/18/2025
C00887,BC,35-44,6/24/2024
C00888,Alberta,18-24,6/1/2023
C00889,Ontario,25-34,5/21/2024
C00890,Quebec,18-24,2/19/2024
C00891,Manitoba,25-34,7/2/2023
C00892,Quebec,35-44,2/8/2025
C00893,Alberta,25-34,12/12/2024
C00894,Manitoba,45-54,5/27/2025
C00895,Alberta,45-54,11/22/2023
C00896,Quebec,25-34,9/12/2023
C00897,Quebec,35-44,8/16/2023
C00898,Ontario,25-34,2/11/2024
C00899,Ontario,35-44,3/18/2025
C00900,Quebec,18-24,12/19/2023
C00901,Quebec,35-44,4/8/2024
C00902,Alberta,18-24,6/13/2023
C00903,Quebec,25-34,3/6/2025
C00904,Alberta,25-34,6/1/2023
C00905,Ontario,45-54,12/29/2023
C00906,Ontario,25-34,7/2/2023
C00907,BC,55+,3/27/2025
C00908,Ontario,18-24,1/23/2024
C00909,Alberta,25-34,9/19/2024
C00910,Quebec,35-44,1/13/2023
C00911,Ontario,18-24,11/14/2024
C00912,Ontario,25-34,4/2/2023
C00913,Ontario,25-34,1/3/2025
C00914,Ontario,35-44,11/29/2024
C00915,Quebec,45-54,2/28/2025
C00916,Alberta,45-54,5/12/2025
C00917,Alberta,25-34,1/7/2023
C00918,Quebec,18-24,7/24/2023
C00919,BC,35-44,12/25/2023
C00920,BC,18-24,2/17/2024
C00921,Ontario,25-34,1/29/2025
C00922,Alberta,45-54,7/3/2024
C00923,Ontario,35-44,4/2/2023
C00924,Quebec,45-54,10/18/2024
C00925,Quebec,35-44,10/7/2023
C00926,Quebec,25-34,9/22/2024
C00927,Alberta,18-24,6/28/2025
C00928,Ontario,18-24,10/8/2024
C00929,Quebec,25-34,11/17/2023
C00930,Ontario,35-44,8/29/2023
C00931,Ontario,35-44,5/19/2024
C00932,Alberta,25-34,3/11/2024
C00933,BC,45-54,6/19/2025
C00934,Quebec,55+,1/30/2024
C00935,BC,25-34,11/17/2024
C00936,Quebec,25-34,6/16/2024
C00937,BC,25-34,6/23/2024
C00938,BC,25-34,5/21/2023
C00939,BC,35-44,6/7/2025
C00940,BC,45-54,11/4/2024
C00941,Ontario,25-34,1/4/2025
C00942,Ontario,25-34,5/29/2023
C00943,Quebec,25-34,2/27/2023
C00944,BC,35-44,5/15/2023
C00945,Ontario,35-44,5/9/2024
C00946,Ontario,25-34,12/17/2023
C00947,Ontario,35-44,3/4/2025
C00948,BC,25-34,6/29/2023
C00949,Alberta,25-34,8/3/2023
C00950,Alberta,18-24,2/28/2023
C00951,Ontario,25-34,10/28/2023
C00952,Quebec,45-54,2/21/2024
C00953,Ontario,45-54,8/22/2024
C00954,Ontario,18-24,8/8/2024
C00955,BC,45-54,8/2/2024
C00956,Alberta,18-24,4/27/2024
C00957,Quebec,35-44,6/30/2024
C00958,BC,25-34,11/26/2023
C00959,Quebec,35-44,9/9/2023
C00960,Ontario,25-34,5/18/2024
C00961,BC,25-34,7/12/2024
C00962,Ontario,18-24,11/29/2023
C00963,BC,18-24,5/9/2024
C00964,Alberta,25-34,10/28/2024
C00965,Alberta,35-44,9/13/2024
C00966,Ontario,35-44,4/30/2025
C00967,Quebec,25-34,1/7/2025
C00968,Quebec,35-44,2/27/2024
C00969,BC,35-44,4/18/2023
C00970,Ontario,18-24,12/14/2023
C00971,Alberta,25-34,8/30/2024
C00972,Quebec,45-54,1/28/2023
C00973,BC,35-44,10/3/2023
C00974,BC,18-24,10/5/2023
C00975,Quebec,25-34,10/27/2024
C00976,Ontario,25-34,5/10/2023
C00977,Ontario,25-34,8/1/2024
C00978,Alberta,55+,6/30/2025
C00979,BC,35-44,3/18/2025
C00980,Quebec,18-24,7/27/2023
C00981,Quebec,45-54,9/28/2024
C00982,Ontario,35-44,11/25/2023
C00983,Alberta,45-54,3/10/2025
C00984,Ontario,25-34,10/20/2024
C00985,Alberta,45-54,10/19/2024
C00986,Quebec,45-54,5/2/2025
C00987,BC,18-24,9/16/2023
C00988,Quebec,45-54,3/29/2023
C00989,Ontario,18-24,7/8/2023
C00990,Quebec,18-24,9/3/2023
C00991,BC,18-24,9/29/2024
C00992,BC,45-54,10/29/2024
C00993,Ontario,25-34,10/22/2024
C00994,Ontario,25-34,1/4/2023
C00995,Manitoba,18-24,5/9/2024
C00996,Alberta,18-24,3/24/2024
C00997,BC,25-34,12/31/2024
C00998,BC,25-34,2/24/2025
C00999,Quebec,18-24,2/6/2023
C01000,BC,18-24,12/6/2023
C01001,Ontario,25-34,10/13/2023
C01002,Ontario,35-44,8/28/2023
C01003,Ontario,35-44,8/14/2023
C01004,Ontario,25-34,11/21/2023
C01005,Ontario,18-24,11/22/2024
C01006,Alberta,35-44,7/28/2023
C01007,Quebec,35-44,3/25/2023
C01008,Quebec,35-44,3/16/2025
C01009,Alberta,45-54,10/18/2024
C01010,Ontario,18-24,6/26/2025
C01011,BC,25-34,11/1/2024
C01012,Ontario,35-44,3/25/2023
C01013,Ontario,18-24,9/24/2023
C01014,Ontario,18-24,5/12/2025
C01015,Quebec,25-34,1/24/2023
C01016,Ontario,35-44,5/31/2025
C01017,BC,35-44,9/24/2024
C01018,Ontario,25-34,1/26/2023
C01019,Manitoba,35-44,7/1/2023
C01020,Alberta,25-34,5/2/2024
C01021,BC,35-44,2/3/2024
C01022,Quebec,35-44,10/12/2024
C01023,Quebec,25-34,2/16/2024
C01024,Manitoba,25-34,2/10/2023
C01025,Ontario,35-44,3/3/2023
C01026,Quebec,25-34,3/13/2025
C01027,Ontario,55+,3/2/2024
C01028,Manitoba,35-44,10/24/2023
C01029,Alberta,35-44,1/11/2025
C01030,Ontario,35-44,4/4/2024
C01031,Ontario,25-34,9/22/2024
C01032,BC,18-24,9/30/2024
C01033,Ontario,35-44,11/3/2024
C01034,Ontario,55+,3/13/2024
C01035,Quebec,35-44,5/24/2023
C01036,Manitoba,18-24,8/11/2024
C01037,Ontario,45-54,3/29/2025
C01038,BC,35-44,5/29/2023
C01039,Ontario,35-44,5/29/2025
C01040,Ontario,25-34,2/6/2024
C01041,BC,35-44,10/15/2024
C01042,Quebec,55+,10/2/2023
C01043,Quebec,25-34,4/19/2025
C01044,Alberta,35-44,8/10/2023
C01045,Alberta,45-54,4/28/2023
C01046,Alberta,45-54,10/13/2024
C01047,Ontario,45-54,4/3/2024
C01048,Quebec,35-44,8/3/2024
C01049,BC,55+,4/2/2023
C01050,BC,18-24,11/3/2023
C01051,Quebec,25-34,6/15/2023
C01052,Ontario,25-34,2/22/2024
C01053,Ontario,25-34,4/16/2025
C01054,BC,35-44,11/27/2023
C01055,Ontario,25-34,1/24/2023
C01056,Ontario,55+,12/26/2024
C01057,BC,25-34,6/30/2023
C01058,BC,45-54,6/30/2025
C01059,Quebec,45-54,6/17/2023
C01060,Alberta,25-34,12/6/2024
C01061,Ontario,25-34,8/1/2023
C01062,BC,35-44,3/24/2024
C01063,Manitoba,45-54,8/24/2024
C01064,BC,35-44,8/7/2024
C01065,Alberta,45-54,5/24/2024
C01066,Ontario,35-44,3/27/2025
C01067,Alberta,25-34,3/23/2025
C01068,Quebec,35-44,12/31/2023
C01069,Quebec,35-44,4/24/2023
C01070,Ontario,35-44,5/8/2023
C01071,BC,25-34,2/8/2024
C01072,BC,35-44,3/30/2024
C01073,Ontario,45-54,2/19/2024
C01074,Manitoba,55+,2/15/2025
C01075,Ontario,25-34,10/14/2024
C01076,BC,35-44,7/16/2023
C01077,Alberta,45-54,5/26/2024
C01078,Quebec,35-44,4/19/2024
C01079,Manitoba,25-34,5/4/2024
C01080,Quebec,35-44,10/25/2023
C01081,BC,55+,1/15/2023
C01082,Ontario,35-44,3/24/2023
C01083,Ontario,35-44,12/15/2023
C01084,Ontario,25-34,11/22/2024
C01085,Manitoba,35-44,6/5/2023
C01086,Quebec,18-24,7/25/2023
C01087,BC,45-54,3/9/2024
C01088,Alberta,25-34,5/12/2024
C01089,Ontario,18-24,3/19/2023
C01090,Ontario,18-24,9/28/2023
C01091,Quebec,25-34,6/14/2024
C01092,BC,18-24,12/20/2024
C01093,Ontario,18-24,3/14/2025
C01094,Quebec,25-34,2/21/2024
C01095,BC,35-44,7/4/2024
C01096,Ontario,25-34,11/7/2024
C01097,Quebec,18-24,6/26/2023
C01098,Quebec,25-34,12/6/2023
C01099,Ontario,45-54,10/25/2024
C01100,Alberta,25-34,10/22/2023
C01101,Alberta,25-34,1/25/2023
C01102,Alberta,35-44,11/4/2024
C01103,Ontario,18-24,6/24/2025
C01104,Ontario,45-54,11/12/2023
C01105,BC,18-24,3/5/2023
C01106,Quebec,18-24,12/10/2023
C01107,Quebec,18-24,7/21/2024
C01108,BC,45-54,9/27/2024
C01109,Quebec,25-34,2/23/2025
C01110,Ontario,35-44,10/25/2023
C01111,Quebec,18-24,6/4/2025
C01112,Quebec,35-44,5/22/2025
C01113,Alberta,25-34,3/25/2025
C01114,Quebec,25-34,11/30/2023
C01115,BC,35-44,8/14/2024
C01116,Quebec,18-24,12/12/2023
C01117,Quebec,25-34,2/29/2024
C01118,BC,25-34,11/1/2024
C01119,Ontario,35-44,4/12/2025
C01120,BC,35-44,9/19/2024
C01121,Ontario,45-54,3/30/2024
C01122,Ontario,35-44,11/1/2024
C01123,Ontario,25-34,3/5/2025
C01124,Quebec,25-34,9/17/2023
C01125,Ontario,25-34,4/30/2023
C01126,Ontario,18-24,6/20/2024
C01127,Ontario,18-24,12/27/2023
C01128,Ontario,18-24,2/18/2024
C01129,Ontario,35-44,7/13/2023
C01130,Ontario,35-44,3/23/2023
C01131,Ontario,35-44,10/22/2023
C01132,Ontario,45-54,9/1/2023
C01133,Manitoba,45-54,11/8/2023
C01134,Quebec,25-34,12/30/2023
C01135,BC,35-44,7/6/2023
C01136,Quebec,25-34,8/9/2023
C01137,BC,35-44,6/9/2025
C01138,Alberta,35-44,6/18/2023
C01139,Ontario,25-34,11/1/2024
C01140,Quebec,18-24,1/1/2025
C01141,Ontario,18-24,1/17/2025
C01142,Quebec,18-24,5/5/2024
C01143,Ontario,25-34,2/4/2023
C01144,Alberta,25-34,9/17/2024
C01145,Alberta,35-44,4/27/2025
C01146,BC,35-44,4/15/2024
C01147,Ontario,18-24,8/12/2024
C01148,Alberta,25-34,7/16/2024
C01149,Ontario,35-44,3/11/2025
C01150,BC,35-44,9/9/2024
C01151,Alberta,45-54,1/17/2024
C01152,BC,25-34,3/17/2024
C01153,Ontario,25-34,3/15/2023
C01154,Quebec,35-44,12/15/2024
C01155,Quebec,25-34,8/3/2024
C01156,Alberta,18-24,10/4/2023
C01157,Manitoba,25-34,8/8/2023
C01158,Ontario,55+,9/3/2023
C01159,Alberta,25-34,7/15/2023
C01160,Ontario,25-34,1/27/2024
C01161,Quebec,45-54,3/11/2024
C01162,BC,45-54,1/30/2023
C01163,Quebec,45-54,6/10/2023
C01164,BC,25-34,11/15/2024
C01165,Alberta,45-54,1/13/2025
C01166,BC,35-44,2/23/2023
C01167,BC,25-34,12/29/2023
C01168,Alberta,55+,2/1/2023
C01169,Alberta,35-44,4/9/2023
C01170,Quebec,18-24,6/28/2024
C01171,BC,25-34,9/12/2023
C01172,Quebec,35-44,10/20/2023
C01173,Ontario,45-54,4/29/2025
C01174,Alberta,55+,3/1/2024
C01175,Alberta,25-34,4/11/2025
C01176,Ontario,45-54,2/25/2024
C01177,Ontario,18-24,8/16/2024
C01178,Ontario,35-44,10/12/2023
C01179,Quebec,18-24,6/9/2025
C01180,Quebec,35-44,6/6/2025
C01181,Ontario,25-34,8/7/2024
C01182,Quebec,45-54,1/22/2024
C01183,Ontario,35-44,8/10/2024
C01184,Ontario,35-44,6/23/2023
C01185,Ontario,45-54,4/5/2023
C01186,Quebec,18-24,8/13/2023
C01187,Ontario,18-24,1/1/2023
C01188,Manitoba,18-24,4/24/2024
C01189,Alberta,25-34,4/25/2024
C01190,BC,25-34,10/30/2023
C01191,Quebec,18-24,6/19/2024
C01192,BC,25-34,9/26/2024
C01193,BC,18-24,11/17/2023
C01194,Ontario,25-34,12/21/2023
C01195,Ontario,25-34,10/13/2023
C01196,Quebec,35-44,12/26/2024
C01197,Quebec,55+,5/20/2023
C01198,Quebec,25-34,2/3/2023
C01199,BC,35-44,11/26/2023
